"taxa_group","latin_name","common_name","helcom_category","helcom_category_numeric","basin","presence"
"fish","Carassius carassius","Crucian carp","LC",0,"Bothnian Sea",1
"fish","Carassius carassius","Crucian carp","LC",0,"The Quark",1
"fish","Carassius carassius","Crucian carp","LC",0,"Bothnian Bay",1
"fish","Centrolabrus exoletus","Rock cook","LC",0,"Kattegat",1
"fish","Centrolabrus exoletus","Rock cook","LC",0,"Great Belt",0
"fish","Centrolabrus exoletus","Rock cook","LC",0,"Kiel Bay",0
"fish","Centrolabrus exoletus","Rock cook","LC",0,"Bay of Mecklenburg",0
"fish","Centrolabrus exoletus","Rock cook","LC",0,"The Sound",1
"fish","Centrolabrus exoletus","Rock cook","LC",0,"Arkona Basin",0
"fish","Centrolabrus exoletus","Rock cook","LC",0,"Bornholm Basin",0
"fish","Centrolabrus exoletus","Rock cook","LC",0,"Western Gotland Basin",0
"fish","Centrolabrus exoletus","Rock cook","LC",0,"Eastern Gotland Basin",0
"fish","Centrolabrus exoletus","Rock cook","LC",0,"Gdansk Basin",0
"fish","Centrolabrus exoletus","Rock cook","LC",0,"Gulf of Riga",0
"fish","Centrolabrus exoletus","Rock cook","LC",0,"Northern Baltic Proper",0
"fish","Centrolabrus exoletus","Rock cook","LC",0,"Gulf of Finland",0
"fish","Centrolabrus exoletus","Rock cook","LC",0,"Aland Sea",0
"fish","Centrolabrus exoletus","Rock cook","LC",0,"Bothnian Sea",0
"fish","Centrolabrus exoletus","Rock cook","LC",0,"The Quark",0
"fish","Centrolabrus exoletus","Rock cook","LC",0,"Bothnian Bay",0
"fish","Chelon labrosus","Thick-lipped grey mullet","LC",0,"Kattegat",1
"fish","Chelon labrosus","Thick-lipped grey mullet","LC",0,"Great Belt",1
"fish","Chelon labrosus","Thick-lipped grey mullet","LC",0,"Kiel Bay",0
"fish","Chelon labrosus","Thick-lipped grey mullet","LC",0,"Bay of Mecklenburg",0
"fish","Chelon labrosus","Thick-lipped grey mullet","LC",0,"The Sound",1
"fish","Chelon labrosus","Thick-lipped grey mullet","LC",0,"Arkona Basin",1
"fish","Chelon labrosus","Thick-lipped grey mullet","LC",0,"Bornholm Basin",0
"fish","Chelon labrosus","Thick-lipped grey mullet","LC",0,"Western Gotland Basin",0
"fish","Chelon labrosus","Thick-lipped grey mullet","LC",0,"Eastern Gotland Basin",0
"fish","Chelon labrosus","Thick-lipped grey mullet","LC",0,"Gdansk Basin",0
"fish","Chelon labrosus","Thick-lipped grey mullet","LC",0,"Gulf of Riga",0
"fish","Chelon labrosus","Thick-lipped grey mullet","LC",0,"Northern Baltic Proper",0
"fish","Chelon labrosus","Thick-lipped grey mullet","LC",0,"Gulf of Finland",0
"fish","Chelon labrosus","Thick-lipped grey mullet","LC",0,"Aland Sea",0
"fish","Chelon labrosus","Thick-lipped grey mullet","LC",0,"Bothnian Sea",0
"fish","Chelon labrosus","Thick-lipped grey mullet","LC",0,"The Quark",0
"fish","Chelon labrosus","Thick-lipped grey mullet","LC",0,"Bothnian Bay",0
"fish","Chirolophis ascanii","Yarrell's blenny","LC",0,"Kattegat",1
"fish","Chirolophis ascanii","Yarrell's blenny","LC",0,"Great Belt",0
"fish","Chirolophis ascanii","Yarrell's blenny","LC",0,"Great Belt",1
"fish","Chirolophis ascanii","Yarrell's blenny","LC",0,"Kiel Bay",0
"fish","Chirolophis ascanii","Yarrell's blenny","LC",0,"Bay of Mecklenburg",0
"fish","Chirolophis ascanii","Yarrell's blenny","LC",0,"The Sound",1
"fish","Chirolophis ascanii","Yarrell's blenny","LC",0,"Arkona Basin",0
"fish","Chirolophis ascanii","Yarrell's blenny","LC",0,"Bornholm Basin",0
"fish","Chirolophis ascanii","Yarrell's blenny","LC",0,"Western Gotland Basin",0
"fish","Chirolophis ascanii","Yarrell's blenny","LC",0,"Eastern Gotland Basin",0
"fish","Chirolophis ascanii","Yarrell's blenny","LC",0,"Gdansk Basin",0
"fish","Chirolophis ascanii","Yarrell's blenny","LC",0,"Gulf of Riga",0
"fish","Chirolophis ascanii","Yarrell's blenny","LC",0,"Northern Baltic Proper",0
"fish","Chirolophis ascanii","Yarrell's blenny","LC",0,"Gulf of Finland",0
"fish","Chirolophis ascanii","Yarrell's blenny","LC",0,"Aland Sea",0
"fish","Chirolophis ascanii","Yarrell's blenny","LC",0,"Bothnian Sea",0
"fish","Chirolophis ascanii","Yarrell's blenny","LC",0,"The Quark",0
"fish","Chirolophis ascanii","Yarrell's blenny","LC",0,"Bothnian Bay",0
"fish","Ciliata mustela","Five-bearded rockling","LC",0,"Kattegat",1
"fish","Ciliata mustela","Five-bearded rockling","LC",0,"Great Belt",1
"fish","Ciliata mustela","Five-bearded rockling","LC",0,"Kiel Bay",0
"fish","Ciliata mustela","Five-bearded rockling","LC",0,"Bay of Mecklenburg",0
"fish","Ciliata mustela","Five-bearded rockling","LC",0,"The Sound",1
"fish","Ciliata mustela","Five-bearded rockling","LC",0,"Arkona Basin",0
"fish","Ciliata mustela","Five-bearded rockling","LC",0,"Bornholm Basin",0
"fish","Ciliata mustela","Five-bearded rockling","LC",0,"Western Gotland Basin",0
"fish","Ciliata mustela","Five-bearded rockling","LC",0,"Eastern Gotland Basin",0
"fish","Ciliata mustela","Five-bearded rockling","LC",0,"Gdansk Basin",0
"fish","Ciliata mustela","Five-bearded rockling","LC",0,"Gulf of Riga",0
"fish","Ciliata mustela","Five-bearded rockling","LC",0,"Northern Baltic Proper",0
"fish","Ciliata mustela","Five-bearded rockling","LC",0,"Gulf of Finland",0
"fish","Ciliata mustela","Five-bearded rockling","LC",0,"Aland Sea",0
"fish","Ciliata mustela","Five-bearded rockling","LC",0,"Bothnian Sea",0
"fish","Ciliata mustela","Five-bearded rockling","LC",0,"The Quark",0
"fish","Ciliata mustela","Five-bearded rockling","LC",0,"Bothnian Bay",0
"fish","Clupea harengus","Herring","LC",0,"Kattegat",1
"fish","Clupea harengus","Herring","LC",0,"Great Belt",1
"fish","Clupea harengus","Herring","LC",0,"Kiel Bay",1
"fish","Clupea harengus","Herring","LC",0,"Bay of Mecklenburg",1
"fish","Clupea harengus","Herring","LC",0,"The Sound",1
"fish","Clupea harengus","Herring","LC",0,"Arkona Basin",1
"fish","Clupea harengus","Herring","LC",0,"Bornholm Basin",1
"fish","Clupea harengus","Herring","LC",0,"Western Gotland Basin",1
"fish","Clupea harengus","Herring","LC",0,"Eastern Gotland Basin",1
"fish","Clupea harengus","Herring","LC",0,"Gdansk Basin",1
"fish","Clupea harengus","Herring","LC",0,"Gdansk Basin",0
"fish","Clupea harengus","Herring","LC",0,"Gulf of Riga",1
"fish","Clupea harengus","Herring","LC",0,"Northern Baltic Proper",1
"fish","Clupea harengus","Herring","LC",0,"Gulf of Finland",1
"fish","Clupea harengus","Herring","LC",0,"Aland Sea",1
"fish","Clupea harengus","Herring","LC",0,"Bothnian Sea",1
"fish","Clupea harengus","Herring","LC",0,"The Quark",1
"fish","Clupea harengus","Herring","LC",0,"Bothnian Bay",1
"fish","Cobitis taenia","Spined loach","LC",0,"Kattegat",0
"fish","Cobitis taenia","Spined loach","LC",0,"Great Belt",0
"fish","Cobitis taenia","Spined loach","LC",0,"Kiel Bay",0
"fish","Cobitis taenia","Spined loach","LC",0,"Bay of Mecklenburg",0
"fish","Cobitis taenia","Spined loach","LC",0,"The Sound",0
"fish","Cobitis taenia","Spined loach","LC",0,"Arkona Basin",0
"fish","Cobitis taenia","Spined loach","LC",0,"Bornholm Basin",0
"fish","Cobitis taenia","Spined loach","LC",0,"Western Gotland Basin",0
"fish","Cobitis taenia","Spined loach","LC",0,"Eastern Gotland Basin",0
"fish","Cobitis taenia","Spined loach","LC",0,"Gdansk Basin",0
"fish","Cobitis taenia","Spined loach","LC",0,"Gdansk Basin",1
"fish","Cobitis taenia","Spined loach","LC",0,"Gulf of Riga",0
"fish","Cobitis taenia","Spined loach","LC",0,"Northern Baltic Proper",0
"fish","Cobitis taenia","Spined loach","LC",0,"Gulf of Finland",1
"fish","Cobitis taenia","Spined loach","LC",0,"Aland Sea",0
"fish","Cobitis taenia","Spined loach","LC",0,"Bothnian Sea",0
"fish","Cobitis taenia","Spined loach","LC",0,"The Quark",0
"fish","Cobitis taenia","Spined loach","LC",0,"Bothnian Bay",0
"fish","Coregonus albula","Vendace","LC",0,"Kattegat",0
"fish","Coregonus albula","Vendace","LC",0,"Great Belt",0
"fish","Coregonus albula","Vendace","LC",0,"Kiel Bay",0
"fish","Coregonus albula","Vendace","LC",0,"Bay of Mecklenburg",0
"fish","Coregonus albula","Vendace","LC",0,"The Sound",0
"fish","Coregonus albula","Vendace","LC",0,"Arkona Basin",0
"fish","Coregonus albula","Vendace","LC",0,"Bornholm Basin",0
"fish","Coregonus albula","Vendace","LC",0,"Western Gotland Basin",0
"fish","Coregonus albula","Vendace","LC",0,"Eastern Gotland Basin",0
"fish","Coregonus albula","Vendace","LC",0,"Gdansk Basin",0
"fish","Coregonus albula","Vendace","LC",0,"Gulf of Riga",0
"fish","Coregonus albula","Vendace","LC",0,"Northern Baltic Proper",0
"fish","Coregonus albula","Vendace","LC",0,"Gulf of Finland",1
"fish","Coregonus albula","Vendace","LC",0,"Aland Sea",0
"fish","Coregonus albula","Vendace","LC",0,"Bothnian Sea",1
"fish","Coregonus albula","Vendace","LC",0,"The Quark",1
"fish","Coregonus albula","Vendace","LC",0,"Bothnian Bay",1
"fish","Coregonus maraena s.l.","Whitefish","EN",0.6,"Kattegat",1
"fish","Coregonus maraena s.l.","Whitefish","EN",0.6,"Great Belt",0
"fish","Coregonus maraena s.l.","Whitefish","EN",0.6,"Kiel Bay",1
"fish","Coregonus maraena s.l.","Whitefish","EN",0.6,"Bay of Mecklenburg",1
"fish","Coregonus maraena s.l.","Whitefish","EN",0.6,"The Sound",0
"fish","Coregonus maraena s.l.","Whitefish","EN",0.6,"Arkona Basin",1
"fish","Coregonus maraena s.l.","Whitefish","EN",0.6,"Bornholm Basin",1
"fish","Coregonus maraena s.l.","Whitefish","EN",0.6,"Western Gotland Basin",1
"fish","Coregonus maraena s.l.","Whitefish","EN",0.6,"Eastern Gotland Basin",1
"fish","Coregonus maraena s.l.","Whitefish","EN",0.6,"Gdansk Basin",0
"fish","Coregonus maraena s.l.","Whitefish","EN",0.6,"Gdansk Basin",1
"fish","Coregonus maraena s.l.","Whitefish","EN",0.6,"Gulf of Riga",1
"fish","Coregonus maraena s.l.","Whitefish","EN",0.6,"Northern Baltic Proper",1
"fish","Coregonus maraena s.l.","Whitefish","EN",0.6,"Gulf of Finland",1
"fish","Coregonus maraena s.l.","Whitefish","EN",0.6,"Aland Sea",1
"fish","Coregonus maraena s.l.","Whitefish","EN",0.6,"Bothnian Sea",1
"fish","Coregonus maraena s.l.","Whitefish","EN",0.6,"The Quark",1
"fish","Coregonus maraena s.l.","Whitefish","EN",0.6,"Bothnian Bay",1
"fish","Cottus gobio","Bullhead","LC",0,"Kattegat",0
"fish","Cottus gobio","Bullhead","LC",0,"Great Belt",0
"fish","Cottus gobio","Bullhead","LC",0,"Kiel Bay",0
"fish","Cottus gobio","Bullhead","LC",0,"Bay of Mecklenburg",0
"fish","Cottus gobio","Bullhead","LC",0,"The Sound",0
"fish","Cottus gobio","Bullhead","LC",0,"Arkona Basin",0
"fish","Cottus gobio","Bullhead","LC",0,"Bornholm Basin",0
"fish","Cottus gobio","Bullhead","LC",0,"Western Gotland Basin",0
"fish","Cottus gobio","Bullhead","LC",0,"Eastern Gotland Basin",0
"fish","Cottus gobio","Bullhead","LC",0,"Gdansk Basin",0
"fish","Cottus gobio","Bullhead","LC",0,"Gulf of Riga",1
"fish","Cottus gobio","Bullhead","LC",0,"Northern Baltic Proper",1
"fish","Cottus gobio","Bullhead","LC",0,"Gulf of Finland",1
"fish","Cottus gobio","Bullhead","LC",0,"Aland Sea",1
"fish","Cottus gobio","Bullhead","LC",0,"Bothnian Sea",1
"fish","Cottus gobio","Bullhead","LC",0,"The Quark",1
"fish","Cottus gobio","Bullhead","LC",0,"Bothnian Bay",1
"fish","Crystallogobius linearis","Crystal goby","LC",0,"Kattegat",1
"fish","Crystallogobius linearis","Crystal goby","LC",0,"Great Belt",1
"fish","Crystallogobius linearis","Crystal goby","LC",0,"Great Belt",0
"fish","Crystallogobius linearis","Crystal goby","LC",0,"Kiel Bay",0
"fish","Crystallogobius linearis","Crystal goby","LC",0,"Bay of Mecklenburg",0
"fish","Crystallogobius linearis","Crystal goby","LC",0,"The Sound",0
"fish","Crystallogobius linearis","Crystal goby","LC",0,"Arkona Basin",0
"fish","Crystallogobius linearis","Crystal goby","LC",0,"Bornholm Basin",0
"fish","Crystallogobius linearis","Crystal goby","LC",0,"Western Gotland Basin",0
"fish","Crystallogobius linearis","Crystal goby","LC",0,"Eastern Gotland Basin",0
"fish","Crystallogobius linearis","Crystal goby","LC",0,"Gdansk Basin",0
"fish","Crystallogobius linearis","Crystal goby","LC",0,"Gulf of Riga",0
"fish","Crystallogobius linearis","Crystal goby","LC",0,"Northern Baltic Proper",0
"fish","Crystallogobius linearis","Crystal goby","LC",0,"Gulf of Finland",0
"fish","Crystallogobius linearis","Crystal goby","LC",0,"Aland Sea",0
"fish","Crystallogobius linearis","Crystal goby","LC",0,"Bothnian Sea",0
"fish","Crystallogobius linearis","Crystal goby","LC",0,"The Quark",0
"fish","Crystallogobius linearis","Crystal goby","LC",0,"Bothnian Bay",0
"fish","Ctenolabrus rupestris","Goldsinny","LC",0,"Kattegat",1
"fish","Ctenolabrus rupestris","Goldsinny","LC",0,"Great Belt",1
"fish","Ctenolabrus rupestris","Goldsinny","LC",0,"Kiel Bay",1
"fish","Ctenolabrus rupestris","Goldsinny","LC",0,"Bay of Mecklenburg",1
"fish","Ctenolabrus rupestris","Goldsinny","LC",0,"The Sound",1
"fish","Ctenolabrus rupestris","Goldsinny","LC",0,"Arkona Basin",1
"fish","Ctenolabrus rupestris","Goldsinny","LC",0,"Bornholm Basin",1
"fish","Ctenolabrus rupestris","Goldsinny","LC",0,"Western Gotland Basin",0
"fish","Ctenolabrus rupestris","Goldsinny","LC",0,"Eastern Gotland Basin",0
"fish","Ctenolabrus rupestris","Goldsinny","LC",0,"Gdansk Basin",0
"fish","Ctenolabrus rupestris","Goldsinny","LC",0,"Gulf of Riga",0
"fish","Ctenolabrus rupestris","Goldsinny","LC",0,"Northern Baltic Proper",0
"fish","Ctenolabrus rupestris","Goldsinny","LC",0,"Gulf of Finland",0
"fish","Ctenolabrus rupestris","Goldsinny","LC",0,"Aland Sea",0
"fish","Ctenolabrus rupestris","Goldsinny","LC",0,"Bothnian Sea",0
"fish","Ctenolabrus rupestris","Goldsinny","LC",0,"The Quark",0
"fish","Ctenolabrus rupestris","Goldsinny","LC",0,"Bothnian Bay",0
"fish","Cyclopterus lumpus","Lumpsucker","NT",0.2,"Kattegat",1
"fish","Cyclopterus lumpus","Lumpsucker","NT",0.2,"Great Belt",1
"fish","Cyclopterus lumpus","Lumpsucker","NT",0.2,"Kiel Bay",1
"fish","Cyclopterus lumpus","Lumpsucker","NT",0.2,"Bay of Mecklenburg",1
"fish","Cyclopterus lumpus","Lumpsucker","NT",0.2,"The Sound",1
"fish","Cyclopterus lumpus","Lumpsucker","NT",0.2,"Arkona Basin",1
"fish","Cyclopterus lumpus","Lumpsucker","NT",0.2,"Bornholm Basin",1
"fish","Cyclopterus lumpus","Lumpsucker","NT",0.2,"Western Gotland Basin",1
"fish","Cyclopterus lumpus","Lumpsucker","NT",0.2,"Eastern Gotland Basin",1
"fish","Cyclopterus lumpus","Lumpsucker","NT",0.2,"Gdansk Basin",1
"fish","Cyclopterus lumpus","Lumpsucker","NT",0.2,"Gdansk Basin",0
"fish","Cyclopterus lumpus","Lumpsucker","NT",0.2,"Gulf of Riga",1
"fish","Cyclopterus lumpus","Lumpsucker","NT",0.2,"Northern Baltic Proper",1
"fish","Cyclopterus lumpus","Lumpsucker","NT",0.2,"Gulf of Finland",1
"fish","Cyclopterus lumpus","Lumpsucker","NT",0.2,"Aland Sea",1
"fish","Cyclopterus lumpus","Lumpsucker","NT",0.2,"Bothnian Sea",1
"fish","Cyclopterus lumpus","Lumpsucker","NT",0.2,"The Quark",1
"fish","Cyclopterus lumpus","Lumpsucker","NT",0.2,"Bothnian Bay",1
"fish","Dipturus batis","Skate","RE",1,"Kattegat",0
"fish","Dipturus batis","Skate","RE",1,"Great Belt",0
"fish","Dipturus batis","Skate","RE",1,"Kiel Bay",0
"fish","Dipturus batis","Skate","RE",1,"Bay of Mecklenburg",0
"fish","Dipturus batis","Skate","RE",1,"The Sound",0
"fish","Dipturus batis","Skate","RE",1,"Arkona Basin",0
"fish","Dipturus batis","Skate","RE",1,"Bornholm Basin",0
"fish","Dipturus batis","Skate","RE",1,"Western Gotland Basin",0
"fish","Dipturus batis","Skate","RE",1,"Eastern Gotland Basin",0
"fish","Dipturus batis","Skate","RE",1,"Gdansk Basin",0
"fish","Dipturus batis","Skate","RE",1,"Gulf of Riga",0
"fish","Dipturus batis","Skate","RE",1,"Northern Baltic Proper",0
"fish","Dipturus batis","Skate","RE",1,"Gulf of Finland",0
"fish","Dipturus batis","Skate","RE",1,"Aland Sea",0
"fish","Dipturus batis","Skate","RE",1,"Bothnian Sea",0
"fish","Dipturus batis","Skate","RE",1,"The Quark",0
"fish","Dipturus batis","Skate","RE",1,"Bothnian Bay",0
"fish","Enchelyopus cimbrius","Four-bearded rockling","NT",0.2,"Kattegat",1
"fish","Enchelyopus cimbrius","Four-bearded rockling","NT",0.2,"Great Belt",1
"fish","Enchelyopus cimbrius","Four-bearded rockling","NT",0.2,"Kiel Bay",1
"fish","Enchelyopus cimbrius","Four-bearded rockling","NT",0.2,"Bay of Mecklenburg",1
"fish","Enchelyopus cimbrius","Four-bearded rockling","NT",0.2,"The Sound",1
"fish","Enchelyopus cimbrius","Four-bearded rockling","NT",0.2,"Arkona Basin",1
"fish","Enchelyopus cimbrius","Four-bearded rockling","NT",0.2,"Bornholm Basin",1
"fish","Enchelyopus cimbrius","Four-bearded rockling","NT",0.2,"Western Gotland Basin",1
"fish","Enchelyopus cimbrius","Four-bearded rockling","NT",0.2,"Eastern Gotland Basin",1
"fish","Enchelyopus cimbrius","Four-bearded rockling","NT",0.2,"Gdansk Basin",1
"fish","Enchelyopus cimbrius","Four-bearded rockling","NT",0.2,"Gdansk Basin",0
"fish","Enchelyopus cimbrius","Four-bearded rockling","NT",0.2,"Gulf of Riga",0
"fish","Enchelyopus cimbrius","Four-bearded rockling","NT",0.2,"Northern Baltic Proper",1
"fish","Enchelyopus cimbrius","Four-bearded rockling","NT",0.2,"Gulf of Finland",0
"fish","Enchelyopus cimbrius","Four-bearded rockling","NT",0.2,"Aland Sea",0
"fish","Enchelyopus cimbrius","Four-bearded rockling","NT",0.2,"Bothnian Sea",0
"fish","Enchelyopus cimbrius","Four-bearded rockling","NT",0.2,"The Quark",0
"fish","Enchelyopus cimbrius","Four-bearded rockling","NT",0.2,"Bothnian Bay",0
"fish","Entelurus aequoraeus","Snake pipefish","LC",0,"Kattegat",1
"fish","Entelurus aequoraeus","Snake pipefish","LC",0,"Great Belt",1
"fish","Entelurus aequoraeus","Snake pipefish","LC",0,"Great Belt",0
"fish","Entelurus aequoraeus","Snake pipefish","LC",0,"Kiel Bay",0
"fish","Entelurus aequoraeus","Snake pipefish","LC",0,"Bay of Mecklenburg",0
"fish","Entelurus aequoraeus","Snake pipefish","LC",0,"The Sound",1
"fish","Entelurus aequoraeus","Snake pipefish","LC",0,"Arkona Basin",0
"fish","Entelurus aequoraeus","Snake pipefish","LC",0,"Bornholm Basin",0
"fish","Entelurus aequoraeus","Snake pipefish","LC",0,"Western Gotland Basin",0
"fish","Entelurus aequoraeus","Snake pipefish","LC",0,"Eastern Gotland Basin",0
"fish","Entelurus aequoraeus","Snake pipefish","LC",0,"Gdansk Basin",0
"fish","Entelurus aequoraeus","Snake pipefish","LC",0,"Gulf of Riga",0
"fish","Entelurus aequoraeus","Snake pipefish","LC",0,"Northern Baltic Proper",0
"fish","Entelurus aequoraeus","Snake pipefish","LC",0,"Gulf of Finland",0
"fish","Entelurus aequoraeus","Snake pipefish","LC",0,"Aland Sea",0
"fish","Entelurus aequoraeus","Snake pipefish","LC",0,"Bothnian Sea",0
"fish","Entelurus aequoraeus","Snake pipefish","LC",0,"The Quark",0
"fish","Entelurus aequoraeus","Snake pipefish","LC",0,"Bothnian Bay",0
"fish","Esox lucius","Pike","LC",0,"Kattegat",0
"fish","Esox lucius","Pike","LC",0,"Great Belt",1
"fish","Esox lucius","Pike","LC",0,"Kiel Bay",1
"fish","Esox lucius","Pike","LC",0,"Bay of Mecklenburg",1
"fish","Esox lucius","Pike","LC",0,"The Sound",1
"fish","Esox lucius","Pike","LC",0,"Arkona Basin",1
"fish","Esox lucius","Pike","LC",0,"Bornholm Basin",1
"fish","Esox lucius","Pike","LC",0,"Western Gotland Basin",1
"fish","Esox lucius","Pike","LC",0,"Eastern Gotland Basin",1
"fish","Esox lucius","Pike","LC",0,"Gdansk Basin",1
"fish","Esox lucius","Pike","LC",0,"Gulf of Riga",1
"fish","Esox lucius","Pike","LC",0,"Northern Baltic Proper",1
"fish","Esox lucius","Pike","LC",0,"Gulf of Finland",1
"fish","Esox lucius","Pike","LC",0,"Aland Sea",1
"fish","Esox lucius","Pike","LC",0,"Bothnian Sea",1
"fish","Esox lucius","Pike","LC",0,"The Quark",1
"fish","Esox lucius","Pike","LC",0,"Bothnian Bay",1
"fish","Eutrigla gurnardus","Grey gurnard","LC",0,"Kattegat",1
"fish","Eutrigla gurnardus","Grey gurnard","LC",0,"Great Belt",1
"fish","Eutrigla gurnardus","Grey gurnard","LC",0,"Kiel Bay",1
"fish","Eutrigla gurnardus","Grey gurnard","LC",0,"Bay of Mecklenburg",1
"fish","Eutrigla gurnardus","Grey gurnard","LC",0,"The Sound",1
"fish","Eutrigla gurnardus","Grey gurnard","LC",0,"Arkona Basin",1
"fish","Eutrigla gurnardus","Grey gurnard","LC",0,"Bornholm Basin",0
"fish","Eutrigla gurnardus","Grey gurnard","LC",0,"Western Gotland Basin",0
"fish","Eutrigla gurnardus","Grey gurnard","LC",0,"Eastern Gotland Basin",0
"fish","Eutrigla gurnardus","Grey gurnard","LC",0,"Gdansk Basin",0
"fish","Eutrigla gurnardus","Grey gurnard","LC",0,"Gulf of Riga",0
"fish","Eutrigla gurnardus","Grey gurnard","LC",0,"Northern Baltic Proper",0
"fish","Eutrigla gurnardus","Grey gurnard","LC",0,"Gulf of Finland",0
"fish","Eutrigla gurnardus","Grey gurnard","LC",0,"Aland Sea",0
"fish","Eutrigla gurnardus","Grey gurnard","LC",0,"Bothnian Sea",0
"fish","Eutrigla gurnardus","Grey gurnard","LC",0,"The Quark",0
"fish","Eutrigla gurnardus","Grey gurnard","LC",0,"Bothnian Bay",0
"fish","Gadus morhua","Cod","VU",0.4,"Kattegat",1
"fish","Gadus morhua","Cod","VU",0.4,"Great Belt",1
"fish","Gadus morhua","Cod","VU",0.4,"Kiel Bay",1
"fish","Gadus morhua","Cod","VU",0.4,"Bay of Mecklenburg",1
